uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil,se,t,pvalue,type_uitkomstmaat
Alg_gez_0goed_1slecht,6,GGD Haaglanden,0.22227846759380968,0.21368731407899874,0.2308696211086206,GGD West-Brabant,0.24231217172154984,True,False,-0.020033704127740165,0.004383306283445172,50.71022949806378,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Hollands-Midden,0.20818017762217111,0.20071955796915786,0.21564079727518437,GGD West-Brabant,0.24231217172154984,True,False,-0.034131994099378726,0.003806494779434425,54.69078238250017,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Rotterdam-Rijnmond,0.22405117519675508,0.2174752673689973,0.23062708302451285,GGD West-Brabant,0.24231217172154984,True,False,-0.018260996524794765,0.003355104532944805,66.7791936128152,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,Dienst Gezondheid & Jeugd ZHZ,0.20183664029712162,0.19108981194048735,0.21258346865375588,GGD West-Brabant,0.24231217172154984,True,False,-0.040475531424428224,0.005483156619367935,36.810300034870814,4.970038120242889e-296,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Zeeland,0.24141080905734208,0.2298791785457568,0.25294243956892737,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.005883571791920442,41.031335657169535,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD West-Brabant,0.24231217172154984,0.2321244880730162,0.25249985537008346,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.005197874496525254,46.61754951635211,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Hart voor Brabant,0.24297775320674078,0.23454044470737406,0.2514150617061075,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.0043048127701223226,56.443280156836295,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Brabant-Zuidoost,0.25076698753771054,0.24144375357723352,0.26009022149818756,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.004756822227717765,52.717334290212456,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Limburg-Noord,0.23508038699530182,0.22662093732200309,0.24353983666860055,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.004316109454165021,54.46580757317231,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Zuid-Limburg,0.2422047082495686,0.23643118373864813,0.24797823276048908,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.0029457192474460522,82.22260436379361,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Flevoland,0.23324381016387358,0.2088003846954971,0.25768723563225004,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.01247131951020852,18.70241637005207,5.186208141031361e-78,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Groningen,0.2334204014639458,0.2231753409261117,0.2436654620017799,GGD Hart voor Brabant,0.24297775320674078,False,False,0.0,0.005227148851704886,44.655395912020644,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Fryslân,0.20909384307044068,0.1998578537956851,0.21832983234519626,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.0338839101363001,0.004712308975980308,44.37184491429546,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Drenthe,0.21335526286472192,0.19928571905859813,0.22742480667084572,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.02962249034201886,0.007178444624958688,29.721656154163032,7.224114431836598e-194,Gezondheid
Alg_gez_0goed_1slecht,6,GGD IJsselland,0.21980237245870968,0.2067388415490206,0.23286590336839874,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.023175380748031105,0.0066651651634094256,32.97778330616407,4.090629582831409e-238,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Regio Twente,0.21314962446111088,0.20298088120019236,0.2233183677220294,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.0298281287456299,0.005188210890828863,41.083454189939125,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Noord- en Oost-Gelderland,0.2150102100063623,0.20639849093677712,0.2236219290759475,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.027967543200378475,0.004393799068297533,48.93492093384971,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.2154911012034843,0.2036908295490824,0.2272913728578862,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.02748665200325648,0.006020635622437484,35.792084875623424,4.989881170140406e-280,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Gelderland-Zuid,0.21904804717446638,0.20973554990014762,0.22836054444878515,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.0239297060322744,0.004751344245765784,46.10233143381973,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Regio Utrecht,0.22729911903862127,0.2204807864593566,0.23411745161788594,GGD Hart voor Brabant,0.24297775320674078,True,False,-0.015678634168119515,0.0034787924561917793,65.33851096349817,0.0,Gezondheid
